Date,Route ID
"Jun 2, 2020, 6:43:40 PM",28194789
"Jun 8, 2020, 4:19:54 PM",28472258
"Jun 15, 2020, 1:18:15 AM",28817631
"Jun 16, 2020, 2:57:35 AM",28875031
"Jul 11, 2020, 2:24:34 AM",2716858213096963146
"Jul 26, 2020, 5:30:30 AM",2722340822619453660
"Aug 10, 2020, 10:05:36 PM",2728027065424356648
"Oct 10, 2020, 6:57:02 PM",2750085270402602602
"Nov 13, 2020, 1:58:15 AM",2762150070850367762
